law_firm_name,website,google_business_profile,legal_directory_listing,city,state,county,phone_number,email,practice_area,street_address,zip_code,msa,priority
Sakoulas Law,http://sakoulaslaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJ6QNq-2bwwIcRYD0YuAkIJUY,,Kansas City,MO,Jackson,(816) 474-9300,steve@sakoulaslaw.com,Criminal Defense,1029 Pennsylvania Ave,64105,Kansas City,5
Sanat Law Firm,http://www.harshmanlaw.com,,,Kansas City,MO,Jackson,(816) 379-4383,info@harshmanlaw.com,Personal Injury,8080 Ward Pkwy,64114,Kansas City,5
Sandage Law LLC,https://www.sandagelaw.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_local_growthlab,https://www.google.com/maps/place/?q=place_id:ChIJvzVL4bXvwIcRO7dNv0Hjyi4,,Kansas City,MO,Jackson,(816) 753-0800,info@sandagelaw.com,Criminal Defense,1600 Genessee St Ste 662,64102,Kansas City,5
Sanders & Simpson PC,https://www.sandersandsimpsonpc.com/,https://www.google.com/maps/place/?q=place_id:ChIJBWFTD2DowIcR2eZ4FmzuLQ4,,Kansas City,MO,Jackson,(816) 471-6444,wrsimpson@ssfs.com,Personal Injury,10401 Holmes Rd #490,64101,Kansas City,5
Savory McClendon,http://www.savorylawfirm.com/,https://www.google.com/maps/place/?q=place_id:ChIJAQAAABDlwIcRvzcXUWwj8ls,,Kansas City,MO,Jackson,(816) 945-4030,contact@savorylawfirm.com,Criminal Defense,8401 E Blue Pkwy Dr Suite 208,64133,Kansas City,5
Saxton Law Firm,https://www.saxtonlawfirm.com/?utm_source=GMB&utm_medium=organic&utm_campaign=organic,https://www.google.com/maps/place/?q=place_id:ChIJAQAwn7LxwIcRBVaeTGHlka0,,Kansas City,MO,Jackson,(816) 810-3207,,Business Law,1600 Genessee St Suite 433,64102,Kansas City,2
Schmelzer Law Firm,https://www.hastylaw.com,,,Kansas City,MO,Jackson,(816) 960-1700,,General,4310 Madison Ave,64111,Kansas City,4
Schmitt Law Firm,https://kansascitylawyers.com/,https://www.google.com/maps/place/?q=place_id:ChIJL3gxNyLwwIcRlPu2uTZroVU,,Kansas City,MO,Jackson,(816) 400-1000,,Personal Injury,2600 Grand Blvd #380,64108,Kansas City,5
Scudder Law Firm,http://www.callahanlawkc.com,,,Kansas City,MO,Jackson,(816) 994-9940,,Estate Planning,222 W Gregory Blvd,64114,Kansas City,2
Shachtman Law Firm,https://www.kcmotriallawyer.com,,,Kansas City,MO,Jackson,(816) 389-8340,,Personal Injury,4600 Madison Ave Ste 810,64112,Kansas City,5
Shannon Law Firm,,,,Kansas City,MO,Jackson,(816) 805-7984,,General,1100 Main St,64105,Kansas City,4
Sharma-Crawford Attorneys At Law,http://www.sharma-crawford.com/,https://www.google.com/maps/place/?q=place_id:ChIJZXEQekfwwIcRgnpi_fDDw5c,,Kansas City,MO,Jackson,(816) 994-2300,,Employment Law,515 Avenida Cesar E Chavez,64108,Kansas City,3
"Shook, Hardy & Bacon L.L.P.",https://www.shb.com/,https://www.google.com/maps/place/?q=place_id:ChIJzZDs9T3wwIcR0adn-CHj520,,Kansas City,MO,Jackson,(816) 474-6550,,Social Security Disability,2555 Grand Blvd,64108,Kansas City,1
Show Me Settlements Injury Lawyers LLC,https://www.showmesettlements.com/,https://www.google.com/maps/place/?q=place_id:ChIJ83r-2yPvwIcR9aff1nl-ato,,Kansas City,MO,Jackson,(800) 805-5323,info@showmesettlements.com,Personal Injury,435 Nichols Rd STE 200,64112,Kansas City,5
Simon & Katz Law Firm,https://www.simonandkatz.com,,,Kansas City,MO,Jackson,(816) 471-7837,Katzlaw1@gmail.com,Personal Injury,312 W 8th St,64105,Kansas City,5
Solomon & Peter LLP,http://www.solomonandpeter.com/,https://www.google.com/maps/place/?q=place_id:ChIJRzs_dF7wwIcRTLupjD1kFzU,,Kansas City,MO,Jackson,(816) 800-9529,,Criminal Defense,140 Walnut St Suite 202,64106,Kansas City,5
Speeding Ticket KC Traffic Law Firm,https://speedingticketkc.com/,https://www.google.com/maps/place/?q=place_id:ChIJixQGUZzvwIcRfl8sJbj7-ok,,Kansas City,MO,Jackson,(816) 398-8772,info@speedingticketkc.com,Personal Injury,6301 Rockhill Rd #100c,64131,Kansas City,5
Speer Law Firm,http://speerlawfirm.com,,,Kansas City,MO,Jackson,(816) 472-3560,,General,104 W 9th St,64105,Kansas City,4
Spradlin Kennedy Richman Law Firm,https://www.spradlinkennedy.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_local_growthlab,https://www.google.com/maps/place/?q=place_id:ChIJ6Sl-FRX9wIcR_oiU6eb74Wk,,Kansas City,MO,Jackson,(816) 768-6900,tracy@spradlinkennedy.com,Personal Injury,4510 Belleview Ave Suite 200A,64111,Kansas City,5
Stacee Cohn Law,http://staceecohnlaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJoxJmOdTuwIcRp9aDt2JOEN0,,Kansas City,MO,Jackson,(816) 361-0100,staceecohnlaw@gmail.com,Intellectual Property,7920 Ward Pkwy #205,64114,Kansas City,1
Stacy Shaw & Associates LLC,http://www.stacyshawlaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJbcjp5z_9wIcRAErfaYuMlwE,,Kansas City,MO,Jackson,(816) 359-1877,stacy@stacyshawlaw.com,Personal Injury,1301 Oak St Suite 704,64106,Kansas City,5
"Stewart, Wald & McCulley | Rails-to-Trails Law Firm",http://www.swm.legal,,,Kansas City,MO,Jackson,(816) 303-1500,tebbe@swm.legal,General,2100 Central St,64108,Kansas City,4
Stinson LLP,https://www.stinson.com/,https://www.google.com/maps/place/?q=place_id:ChIJ7YBmQWfwwIcRg37QZ5y6GEI,,Kansas City,MO,Jackson,(816) 842-8600,elle.moxley@stinson.com,Bankruptcy,1201 Walnut St # 2900,64106,Kansas City,2
"Sullivan Law, LLC",https://www.sullivantrial.com,,,Kansas City,MO,Jackson,(816) 221-9922,,General,1600 Baltimore Avenue,64108,Kansas City,4
"Sumner Law Group, LLC",http://www.sumnerlawgroup.com,,,Kansas City,MO,Jackson,(314) 218-0003,,Personal Injury,435 Nichols Rd Ste 201,64112,Kansas City,5
"Susan Ingalls Law Office, LLC",,,,Kansas City,MO,Jackson,(816) 500-7497,,General,500 Delaware St Ste 6,64105,Kansas City,4
Suzanne Hale Robinson Attorney at Law,https://hrrlawyers.com/?utm_source=GBP&utm_medium=Organic&utm_campaign=GBP-Website,https://www.google.com/maps/place/?q=place_id:ChIJRWKkXozxwIcRVNBkv9QRSOE,,Kansas City,MO,Jackson,(816) 605-1734,,General,511 Delaware St Suite 100,64105,Kansas City,4
"TH Law Firm, LLC",http://www.thlawfirm.com,,,Kansas City,MO,Jackson,(816) 605-6770,,General,2300 Main St Ste 900H1,64108,Kansas City,4
"Tabory Law, LLC",http://www.taborylaw.com,,,Kansas City,MO,Jackson,(816) 299-1136,,General,109 E Gregory Blvd Ste B,64114,Kansas City,4
The Alsobrook Law Firm,https://www.alsobrooklawfirm.com/?utm_source=google-local&utm_medium=organic&utm_campaign=1365,https://www.google.com/maps/place/?q=place_id:ChIJd_tZVo3vwIcRffcBBNquN7E,,Kansas City,MO,Jackson,(816) 986-9858,,General,3770 Broadway Blvd,64111,Kansas City,4
The Alvarez Law Firm,https://www.alvarezlawkc.com,,,Kansas City,MO,Jackson,(816) 459-4900,,General,1800 Wyandotte St #203,64108,Kansas City,4
"The Angles Law Firm, LLC",http://www.angleslaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJ0bqb-SDpwIcRdujJXbNlmwI,,Kansas City,MO,Jackson,(816) 471-5777,18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com,Criminal Defense,1609 W 92 St,64114,Kansas City,5
The Binder Firm,http://www.thebinderfirm.com/,https://www.google.com/maps/place/?q=place_id:ChIJb6nqB97owIcR-FT_9tz-SPA,,Kansas City,MO,Jackson,(816) 866-8264,%20communication@thebinderfirm.com,Estate Planning,9229 Ward Pkwy Suite 390,64114,Kansas City,2
"The Blauvelt Law Firm, LLC",http://blauveltlaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJexy0mrLxwIcR2sg4miTpnQU,,Kansas City,MO,Jackson,(816) 556-0818,,General,1600 Genessee St #818,64102,Kansas City,4
The Bowers Law Office LLC,http://www.bowerslawkc.com/attorney-profiles.html,https://www.google.com/maps/place/?q=place_id:ChIJe6A21WDwwIcRcJWoVU01c34,,Kansas City,MO,Jackson,(816) 448-6000,,General,221 E 11th St,64106,Kansas City,4
The Bradley Law Firm,https://www.thebradleylawfirm.com,,,Kansas City,MO,Jackson,(816) 384-9666,info@thebradleylawfirm.com,Personal Injury,107 W 9th St,64105,Kansas City,5
The Brooks Law Firm,http://www.brookslawkc.com,,,Kansas City,MO,Jackson,(816) 931-1988,,General,420 Nichols Rd,64112,Kansas City,4
The Bruning Law Firm,http://www.bruninglegal.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb,https://www.google.com/maps/place/?q=place_id:ChIJBeT6ox_xwIcRH9gTm5yzlCc,,Kansas City,MO,Jackson,(816) 370-5384,,Personal Injury,4420 Madison Ave # 104,64111,Kansas City,5
"The Christopher Scott Law Office, LLC",https://scottlawkc.com/,https://www.google.com/maps/place/?q=place_id:ChIJ7Wkc_2nwwIcRCeutp3S4y7U,,Kansas City,MO,Jackson,(913) 706-2547,chris@scottlawkc.com,Criminal Defense,,64108,Kansas City,5
The Cox Law Firm,http://thecoxlawfirm.net,,,Kansas City,MO,Jackson,(816) 335-1000,,General,1609 W 92nd St.,64114,Kansas City,4
The Cribbs IRS Tax Lawyers,,,,Kansas City,MO,Jackson,(816) 303-0626,,General,14 W 62nd Ter #3,64113,Kansas City,4
The DeFeo Law Firm,http://www.defeolaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJ9090bXHxwIcRLiwzbzEbe5g,,Kansas City,MO,Jackson,(816) 581-4600,contact@defeolaw.com,Personal Injury,4435 Main St,64111,Kansas City,5
The Denning Law Firm,https://www.denninglawfirm.com,,,Kansas City,MO,Jackson,(816) 522-9281,media@denning.editor.legalfit.com,Personal Injury,4717 Grand Ave Ste 130,64112,Kansas City,5
The Fiorella Law Firm,http://fiolaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJsSNKyNnvwIcRn5a5K6Txtxo,,Kansas City,MO,Jackson,(816) 718-2753,,General,7408 Wornall Rd,64114,Kansas City,4
The Flynn Law Firm,http://www.theflynnlawfirm.com,,,Kansas City,MO,Jackson,(816) 283-3400,,General,1150 Grand Blvd Ste 300,64106,Kansas City,4
"The Fulcher Law Firm, P.C.",http://www.thefulcherfirm.com,,,Kansas City,MO,Jackson,(816) 474-1010,,Personal Injury,"104 West 9th Street, Suite 402",64105,Kansas City,5
The Gentry Law Firm,http://thegentrylawfirm.com/,https://www.google.com/maps/place/?q=place_id:ChIJo3ZoOWPDwIcRqYCvauCNgfs,,Kansas City,MO,Jackson,(816) 601-2838,,General,6247 Brookside Blvd,64113,Kansas City,4
"The Gorny Law Firm, LC",http://www.gornylawfirm.com/contact-us/,,,Kansas City,MO,Jackson,(816) 756-5071,,Personal Injury,4330 Belleview Ave Ste 200,64111,Kansas City,5
The Goss Law Firm,https://thegosslawfirm.com/?utm_source=google&utm_medium=local&utm_campaign=kansas_city_gbp&utm_content=main_button,https://www.google.com/maps/place/?q=place_id:ChIJGbpFKsrvwIcRPbPUslGhT1E,,Kansas City,MO,Jackson,(816) 527-8658,info@goss-lawfirm.com,Personal Injury,1501 Westport Rd,64111,Kansas City,5
The Hartley Law Firm,https://www.thehartleylawfirm.com/,https://www.google.com/maps/place/?q=place_id:ChIJv-Pwrx7xwIcRbGxeGkl_IHs,,Kansas City,MO,Jackson,(816) 451-0909,Alec@TheHartleyLawFirm.com,Criminal Defense,908 Baltimore Ave Suite #304,64106,Kansas City,5
The Healy Law Firm,http://healylawyers.com/contactus.html,,,Kansas City,MO,Jackson,(816) 472-8800,website@healylawyers.com,Personal Injury,3640 NE Ralph Powell Rd,64064,Kansas City,5
"The Heartland Group A Law Practice LLC (David H. Johnson, attorney)",,https://www.google.com/maps/place/?q=place_id:ChIJexy0mrLxwIcREm8LmYmgIH8,,Kansas City,MO,Jackson,(816) 531-7100,,Criminal Defense,1600 Genessee St #818,64102,Kansas City,5
The Hood Law Group,https://hoodlawgroupkc.com/,https://www.google.com/maps/place/?q=place_id:ChIJ4bpXeGrvwIcRS8Iv1Ftnl9A,,Kansas City,MO,Jackson,(816) 561-5000,info@hoodlawgroupkc.com,DUI,4233 Roanoke Rd STE 200,64111,Kansas City,5
"The Jacobs Law Firm, LLC",https://www.thejacobslawfirmkc.com/,https://www.google.com/maps/place/?q=place_id:ChIJFxoy-V7vwIcROdddyfendKs,,Kansas City,MO,Jackson,(913) 981-2524,,Personal Injury,1100 Main St #2620,64105,Kansas City,5
The Klamann Law Firm,http://www.klamannlaw.com,,,Kansas City,MO,Jackson,(816) 421-2626,ajs@klamannlaw.com,Employment Law,929 Walnut St,64106,Kansas City,3
The Koranda Law Firm,,,,Kansas City,MO,Jackson,(816) 291-4599,,General,4717 Grand Ave,64112,Kansas City,4
The Kueser Law Firm,https://www.jmkesquire.com,,,Kansas City,MO,Jackson,(816) 374-5865,,General,312 NE Viewpark Dr,64086,Kansas City,4
The Lake Firm LLC,http://www.kcmetrolawyer.com/,https://www.google.com/maps/place/?q=place_id:ChIJqYLR2nDvwIcRLibxhZJYCzI,,Kansas City,MO,Jackson,(816) 600-8000,lake@kcmetrolawyer.com,Personal Injury,817 E 31st St,64109,Kansas City,5
The Landers Law Firm,,,,Kansas City,MO,Jackson,(816) 298-6458,,General,1656 Washington St Ste 270,64108,Kansas City,4
The Law Office Of Chad G Gardner P C,,https://www.google.com/maps/place/?q=place_id:ChIJj6jLmEfwwIcRjWymOO_RBgQ,,Kansas City,MO,Jackson,(816) 795-6197,,Criminal Defense,11514 Hickman Mills Dr,64101,Kansas City,5
"The Law Office Of Debora L. Hale, LLC",http://www.deborahale.com,,,Kansas City,MO,Jackson,(816) 246-5555,attorney@deborahale.com,Family Law,609 NE State Route 291 Ste 110,64086,Kansas City,4
The Law Office Of Joe Ramboldt,,,,Kansas City,MO,Jackson,(816) 533-3347,,General,1411 E 104th St Ste 100,64131,Kansas City,4
The Law Office Of Larry LaVigne II,http://larrydoesit.com/,https://www.google.com/maps/place/?q=place_id:ChIJZQlx52bwwIcRhrw62JwCvp4,,Kansas City,MO,Jackson,(816) 266-8831,larrythelawyerkc@gmail.com,Personal Injury,905 McGee St #219,64106,Kansas City,5
The Law Office of Jared A. Rose,https://www.roselawkc.com,,,Kansas City,MO,Jackson,(816) 221-4335,jared@roselawkc.com,Personal Injury,919 West 47th Street,64112,Kansas City,5
The Law Office of Michael J. Joshi,http://www.joshilaw.com,,,Kansas City,MO,Jackson,(816) 945-4474,,Personal Injury,107 W 9th St,64105,Kansas City,5
The Law Office of Micki Buschart,https://www.immigrationlawyerkc.com,,,Kansas City,MO,Jackson,(816) 944-3448,info@immigrationlawyerkc.com,Business Law,4049 Pennsylvania Ave Ste 201,64111,Kansas City,2
The Law Office of Richard W. Johnson,http://defenselawkc.com,,,Kansas City,MO,Jackson,(816) 521-8249,,General,2750 Cherry St,64108,Kansas City,4
"The Law Office of William G. Cownie, LLC",https://www.cownielaw.com,,,Kansas City,MO,Jackson,(816) 525-9200,,General,212 NE Tudor Rd,64086,Kansas City,4
The Law Offices Donovan Bradley Dodrill,http://injurylawyerskansascitymo.com,,,Kansas City,MO,Jackson,(816) 977-2680,,General,435 Nichols Rd,64112,Kansas City,4
The Law Offices of Brian Timothy Meyers,http://www.btm-law.com/,https://www.google.com/maps/place/?q=place_id:ChIJ7XMRL2fwwIcRHIL_Y1DZ298,,Kansas City,MO,Jackson,(816) 842-0006,logo@1.5x.png,Personal Injury,1044 Main St UNIT 400,64105,Kansas City,5
The Law Offices of Denise Kirby,https://www.denisekirbylaw.com/?utm_source=GBP&utm_medium=organic,https://www.google.com/maps/place/?q=place_id:ChIJswyacUDwwIcRwga-OO3pl8w,,Kansas City,MO,Jackson,(816) 221-3691,,Criminal Defense,2300 Main St Ste 900,64108,Kansas City,5
"The Law Offices of Jeremiah Johnson, LLC",http://www.lesionpersonalkc.com/,,,Kansas City,MO,Jackson,(816) 255-2913,liz@kcatty.com,Personal Injury,1627 Main St,64108,Kansas City,5
"The Law Offices of Lance Loewenstein, P.C.",http://www.lancelawkc.com/,https://www.google.com/maps/place/?q=place_id:ChIJldRVsHT7wIcRcD7CvpAK_mg,,Kansas City,MO,Jackson,(816) 296-9080,zach@lancelawkc.com,Estate Planning,2400 E Truman Rd,64127,Kansas City,2
The Law Offices of Roderick C. White,http://www.igotyou.net/,https://www.google.com/maps/place/?q=place_id:ChIJ_w8M8NjvwIcRvg4iNEyZ6xI,,Kansas City,MO,Jackson,(855) 446-8968,roderick@igotyou.net,Personal Injury,420 Nichols Rd,64112,Kansas City,5
The Lunceford Law Firm,http://www.davidluncefordlaw.com,,,Kansas City,MO,Jackson,(816) 525-4701,,DUI,201 SE 1st St,64063,Kansas City,5
The McCallister Law Firm,https://www.mccallisterlawfirm.com,,,Kansas City,MO,Jackson,(816) 931-2229,,Personal Injury,917 W 43rd St,64111,Kansas City,5
The McLeod Law Firm,http://www.mcleodlaw.com,,,Kansas City,MO,Jackson,(816) 421-5656,info@mclaw.com,Personal Injury,2020 Wyandotte St,64108,Kansas City,5
The Mcintosh Law Firm,http://www.hwmpc.com,,,Kansas City,MO,Jackson,(816) 233-8371,,General,1125 Grand Blvd Ste 1800,64106,Kansas City,4
The Mencl Law Firm,http://www.mencllawfirm.com,,,Kansas City,MO,Jackson,(816) 525-1250,,General,304 SE 3rd St,64063,Kansas City,4
"The Meyers Law Firm, LC",http://www.meyerslaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJ-WZ-LT3vwIcRbk6mQVwPb_U,,Kansas City,MO,Jackson,(816) 994-3240,,Personal Injury,4435 Main St #503,64111,Kansas City,5
The Murphy Law Firm,,,,Kansas City,MO,Jackson,(816) 753-2800,,General,4700 Belleview Ave Ste 210,64112,Kansas City,4
The Nail Law Firm,https://www.kctriallaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJSc5MwLjvwIcRmmtCYYcEXOk,,Kansas City,MO,Jackson,(816) 251-1001,,Personal Injury,201 W 47th St,64112,Kansas City,5
The Nicol Law Firm,https://www.nicolfirm.com,,,Kansas City,MO,Jackson,(816) 514-1178,jdn@nicolfirm.com,Business Law,420 Nichols Rd Fl 2,64112,Kansas City,2
"The O'Connor Law Firm, P.C.",https://www.ockclaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJr-OIWYrwwIcRKcAL4hu9q_o,,Kansas City,MO,Jackson,(816) 567-6288,,General,1301 Oak St Suite 706,64106,Kansas City,4
The O'Malley Law Firm,http://www.omalleylawkc.com/,https://www.google.com/maps/place/?q=place_id:ChIJR1o9JXzCwIcRcNQd10BOVi0,,Kansas City,MO,Jackson,(816) 942-4008,ednita@omalleylawkc.com,Workers' Compensation,1050 W Blue Ridge Blvd,64145,Kansas City,5
The Pottenger Law Firm,http://www.pottengerlaw.com,,,Kansas City,MO,Jackson,(816) 531-6006,jpottenger@pottengerlaw.com,Personal Injury,919 W 47th St,64112,Kansas City,5
The Quitmeier Law Firm,https://www.wmqlaw.com/?npcmp=dir:local:5021883:64153,https://www.google.com/maps/place/?q=place_id:ChIJ130-b-ZewIcRNu7LCIeFb3M,,Kansas City,MO,Jackson,(816) 340-6738,,Personal Injury,10150 N Ambassador Dr #100,64101,Kansas City,5
"The Service Law Offices, LLC",https://servicelaw.net/?utm_source=gbp&utm_medium=organic&utm_campaign=google+business+profile,https://www.google.com/maps/place/?q=place_id:ChIJB1ik43XwwIcRWdTPiT4A3bA,,Kansas City,MO,Jackson,(816) 286-4140,henry@servicelaw.net,Criminal Defense,1601 E 18th St Ste 370,64108,Kansas City,5
"The Sicola Law Firm, LLC",https://local.yobi.com/lawyer/the-sicola-law-firm-llc-kansas-city-mo/,https://www.google.com/maps/place/?q=place_id:ChIJY23I44rwwIcRFFCDZo2xnQw,,Kansas City,MO,Jackson,(816) 241-8599,,Personal Injury,105 E 5th St #503,64106,Kansas City,5
"The Simon Law Firm, P.C.",https://simonlawpc.com/contact-us/kansas-city/,https://www.google.com/maps/place/?q=place_id:ChIJKYeOFqLxwIcRSA10vnAhO7s,,Kansas City,MO,Jackson,(816) 447-3499,,Personal Injury,3145 Broadway Blvd,64111,Kansas City,5
"The Starosta Law Firm, LLC",http://www.816attorney.com,,,Kansas City,MO,Jackson,(816) 399-5733,,General,"524 Walnut Street, Suite 210",64106,Kansas City,4
The Steele Law Firm,http://www.jsteelelawfirm.com,,,Kansas City,MO,Jackson,(816) 286-2537,,General,1301 Oak St,64106,Kansas City,4
The Surgeon Lawyer,https://www.thesurgeonlawyer.com/,https://www.google.com/maps/place/?q=place_id:ChIJ5RLmRevpwIcRsXmdtlvLR8I,,Kansas City,MO,Jackson,(816) 669-0000,michael@thesurgeonlawyer.com,Personal Injury,1221 103rd St ste 245,64114,Kansas City,5
The Tourigny Law Firm LLC,https://www.tourignylaw.com/?utm_source=google-local&utm_medium=organic&utm_campaign=4108,https://www.google.com/maps/place/?q=place_id:ChIJu4URfMzvwIcRAsyZ6-PcrmY,,Kansas City,MO,Jackson,(816) 945-2861,,Personal Injury,4600 Madison Ave Ste 810,64112,Kansas City,5
Throneberry Law Group,https://www.mesolawcenter.com,,,Kansas City,MO,Jackson,(816) 702-5252,chosen-sprite@2x.png,Personal Injury,107 W 9th St Fl 2,64105,Kansas City,5
Thurmond Law Firm,http://www.thurmondlawfirm.com/welcome,,,Kansas City,MO,Jackson,(816) 895-2858,,General,204 Linwood Boulevard,64111,Kansas City,4
Traffic Law Center,http://www.trafficlawcenters.com,,,Kansas City,MO,Jackson,(816) 756-2999,jsinovic@trafficlawcenter.com,Criminal Defense,705 SE Melody Ln,64063,Kansas City,5
Travis W Mccallon Attorney,https://www.lathropgpm.com/Travis-McCallon,,,Kansas City,MO,Jackson,(816) 292-2000,travis.mccallon@lathropgpm.com,Business Law,2345 Grand Blvd,64108,Kansas City,2
"Troppito Miller Griffin, LLC",https://www.troppitomiller.com/?utm_source=google&utm_medium=organic&utm_campaign=organic,https://www.google.com/maps/place/?q=place_id:ChIJsTrh44rwwIcRAF1l1rEsW_c,,Kansas City,MO,Jackson,(816) 221-6006,flags@2x.png,Personal Injury,105 E 5th St #500,64106,Kansas City,5
Turner & Sweeny,https://www.turnersweeny.com/,https://www.google.com/maps/place/?q=place_id:ChIJBWFTD2DowIcR4-bLSfiNSx8,,Kansas City,MO,Jackson,(816) 942-5100,csweeny@turnersweeny.com,Personal Injury,10401 Holmes Rd #250,64101,Kansas City,5
U.S. Attorney's Office - Western District of Missouri,https://www.justice.gov/usao-wdmo,,,Kansas City,MO,Jackson,(816) 426-3122,usamow.webmaster@usdoj.gov,Business Law,400 E 9th St Fl 5,64106,Kansas City,2
UMKC School of Law,http://www.law.umkc.edu,,,Kansas City,MO,Jackson,(816) 235-1657,,General,500 E 52nd St,64110,Kansas City,4
VNJ Law,https://www.vnjlaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJA824fefowIcRyvaFrI9cX34,,Kansas City,MO,Jackson,(816) 895-8800,,Personal Injury,9237 Ward Pkwy Suite 100,64114,Kansas City,5
Vick Law Firm,,,,Kansas City,MO,Jackson,(816) 421-1769,,General,106 W 11th St Ste 1123,64105,Kansas City,4
"Waits, Brownlee, Berger & DeWoskin, Attorneys At Law",http://wbbhj.com,,,Kansas City,MO,Jackson,(816) 363-5466,rthomas@wbbhj.com,Personal Injury,401 W 89th St,64114,Kansas City,5
"Wallentine Injury Law, LLC",https://www.kc-attorney.com/personal-injury-lawyer-kansas-city,,,Kansas City,MO,Jackson,(816) 934-6333,,Personal Injury,720 Main St,64105,Kansas City,5
"Warhurst, Martin D",,,,Kansas City,MO,Jackson,(816) 472-0325,,General,1125 Grand Blvd,64106,Kansas City,4
Watson & Dameron LLP,http://watsonanddameron.com/attorneys/henri-watson/,https://www.google.com/maps/place/?q=place_id:ChIJzdX6wxPwwIcRz7TKuIpqGX0,,Kansas City,MO,Jackson,(816) 474-3350,,General,2500 Holmes St,64108,Kansas City,4
Watt and Young,https://kcmetrodefense.com/,https://www.google.com/maps/place/?q=place_id:ChIJD0vwP17wwIcR6KFHgh1o6vQ,,Kansas City,MO,Jackson,(913) 433-3849,,Criminal Defense,700 Broadway Blvd,64105,Kansas City,5
"Webster Law, LLC",https://www.swebsterlaw.com,,,Kansas City,MO,Jackson,(816) 384-2272,,Personal Injury,712 Broadway Blvd Ste 100,64105,Kansas City,5
Weis Law LLC,https://weislawllc.com,,,Kansas City,MO,Jackson,(844) 991-3113,,General,300 E 39th St #28,64111,Kansas City,4
Wendt Law Firm P.C.,https://www.wendtlaw.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_local_growthlab,https://www.google.com/maps/place/?q=place_id:ChIJI8kr5V3wwIcREzhVIrwCKYQ,,Kansas City,MO,Jackson,(816) 531-4415,,Personal Injury,4520 Main St Suite 1000,64111,Kansas City,5
Werner Law,https://www.wernerlawllc.com,,,Kansas City,MO,Jackson,(816) 944-0529,,General,6314 Brookside Plz,64113,Kansas City,4
"Wichman Law Firm, LLC",http://www.wichmanlawfirm.com/,https://www.google.com/maps/place/?q=place_id:ChIJjQw-5zfwwIcRYv5wVJyASXk,,Kansas City,MO,Jackson,(816) 787-1529,,Personal Injury,1005 Westport Rd,64111,Kansas City,5
William G Dietrich Law Offices,http://www.roselaw.org,,,Kansas City,MO,Jackson,(816) 822-2600,,Family Law,6155 Oak St,64113,Kansas City,4
Wirken Law Firm,http://wirkenlaw.com,,,Kansas City,MO,Jackson,(816) 994-9200,,General,411 Nichols Rd,64112,Kansas City,4
Wood Brian Wickham Wood Law Office Kansas City,,,,Kansas City,MO,Jackson,(816) 753-8751,,General,107 W 9th St,64105,Kansas City,4
Wood Ikram Law Firm,https://www.woodikramlaw.com,,,Kansas City,MO,Jackson,(816) 875-4649,,Personal Injury,105 E 5th St Ste 402,64106,Kansas City,5
Wood Law Firm,https://www.woodlaw.com,,,Kansas City,MO,Jackson,(816) 256-3582,,General,1100 Main St,64105,Kansas City,4
Wright Green & Baughman,http://www.wgblaw.com,,,Kansas City,MO,Jackson,(816) 373-2755,,Personal Injury,4959 NE Goodview Cir,64064,Kansas City,5
Wrisinger Law Firm,http://www.wrisingerlaw.com,,,Kansas City,MO,Jackson,(816) 251-4624,,Personal Injury,"200 NE Missouri Rd #200, Lees Summit, MO 64086",64086,Kansas City,5
"Your Traffic Ticket Lawyer, LLC",https://yourtrafficticketlawyer.com/?utm_source=google-local&utm_medium=organic&utm_campaign=1619,https://www.google.com/maps/place/?q=place_id:ChIJvWX_qL_vwIcRPitwFZ5Pw7s,,Kansas City,MO,Jackson,(816) 897-3381,,Criminal Defense,4717 Grand Ave # 300,64112,Kansas City,5
Zarate Daniel,https://www.courts.mo.gov/page.jsp?id=158874,https://www.google.com/maps/place/?q=place_id:ChIJMXvddb7wwIcRHv2E0evW6WM,,Kansas City,MO,Jackson,(816) 221-6042,,General,221 E 11th St,64106,Kansas City,4
Zeiler Law Firm LC,,,,Kansas City,MO,Jackson,(816) 988-7215,,General,325 NE Hidden Valley Way,64064,Kansas City,4
benton lloyd & chung,http://blcfirm.com/contact/,https://www.google.com/maps/place/?q=place_id:ChIJq6rqw0PwwIcRHy8FdrbiRgo,,Kansas City,MO,Jackson,(816) 588-6825,shomari@blcfirm.com,Business Law,208 W 19 St,64108,Kansas City,2
