law_firm_name,website,google_business_profile,legal_directory_listing,city,state,county,phone_number,email,practice_area,street_address,zip_code,msa,priority,number_of_lawyers,source,date_pulled
McConnell Law Firm PA,,,https://directory-kard.kscourts.gov/Home/Details?regNum=29175,Wichita,KS,Sedgwick,(316) 312-0419,,General,100 N Broadway Ste 400,67202,Wichita,2,2,KS Courts Registry,2026-08-17
Law Office of Dana J. Winkler,,,https://directory-kard.kscourts.gov/Home/Details?regNum=7526,Wichita,KS,Sedgwick,(316) 619-3395,,General,1621 N Harlan Ave,67212-1842,Wichita,2,,KS Courts Registry,2026-08-17
Sedgwick Co Courthouse,,,https://directory-kard.kscourts.gov/Home/Details?regNum=12669,Wichita,KS,Sedgwick,(316) 660-5623,,General,525 N Main St Rm 703,67203-3773,Wichita,2,,KS Courts Registry,2026-08-17
"Pinion, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=22001,Wichita,KS,Sedgwick,(316) 685-0222,,General,"1605 N. Waterfront Pkwy, Ste 200",67206,Wichita,2,1,KS Courts Registry,2026-08-17
Gaelic Mgt,,,https://directory-kard.kscourts.gov/Home/Details?regNum=6260,Wichita,KS,Sedgwick,(316) 686-7314,,General,"400 N Woodlawn, Ste 210",67208,Wichita,2,1,KS Courts Registry,2026-08-17
Pinnacle Law Group LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=22575,Wichita,KS,Sedgwick,(316) 323-1227,,General,3510 W Central Ste 900,67203,Wichita,2,1,KS Courts Registry,2026-08-17
Withers Gough & Pike LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=9016,Wichita,KS,Sedgwick,(316) 393-6640,,General,10121 E 19th Ct N,67206,Wichita,2,1,KS Courts Registry,2026-08-17
Timothy J. King Attorney at Law,,,https://directory-kard.kscourts.gov/Home/Details?regNum=12225,Wichita,KS,Sedgwick,(316) 264-3333,,General,300 W Douglas #230,67202,Wichita,2,1,KS Courts Registry,2026-08-17
James Long Attorney At Law,,,https://directory-kard.kscourts.gov/Home/Details?regNum=13728,Andover,KS,Sedgwick,(316) 265-2689,,General,744 N Bramerton,67002,Wichita,2,1,KS Courts Registry,2026-08-17
Admin Hearing Officer,,,https://directory-kard.kscourts.gov/Home/Details?regNum=16782,Wichita,KS,Sedgwick,(316) 660-5759,,General,"525 N. Main, Ctrm 6-4, Office 607",67203,Wichita,2,1,KS Courts Registry,2026-08-17
District Attorney's Office -Juvenile Division,,,https://directory-kard.kscourts.gov/Home/Details?regNum=19923,Wichita,KS,Sedgwick,(316) 660-3697,,General,1900 E Morris St,67211,Wichita,2,1,KS Courts Registry,2026-08-17
John D. Wong,,,https://directory-kard.kscourts.gov/Home/Details?regNum=13014,Wichita,KS,Sedgwick,(316) 749-0574,,General,8208 E Boston,67207,Wichita,2,1,KS Courts Registry,2026-08-17
"David N. Johnson, Attorney at Law",,,https://directory-kard.kscourts.gov/Home/Details?regNum=10918,Wichita,KS,Sedgwick,(316) 226-6905,,General,8254 E Bluestem St,67207,Wichita,2,1,KS Courts Registry,2026-08-17
"Douglas D. Johnson, Chartered",,,https://directory-kard.kscourts.gov/Home/Details?regNum=6465,Wichita,KS,Sedgwick,(316) 841-0073,,General,14126 E Lakeview Dr,67230,Wichita,2,1,KS Courts Registry,2026-08-17
Chance Rides LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=10375,Wichita,KS,Sedgwick,(316) 789-7770,,General,4200 W Walker St,67209,Wichita,2,1,KS Courts Registry,2026-08-17
"D. P. Smith, Attorney at Law",,,https://directory-kard.kscourts.gov/Home/Details?regNum=28642,Andover,KS,Sedgwick,(316) 202-0227,,General,PO Box 753,67002,Wichita,2,1,KS Courts Registry,2026-08-17
"Gabriel Smith, Attorney at Law",,,https://directory-kard.kscourts.gov/Home/Details?regNum=30675,Wichita,KS,Sedgwick,(334) 750-1729,,General,"250 W Douglas Ave, #2602",67202,Wichita,2,1,KS Courts Registry,2026-08-17
Law Office of Marcus D. Smith,,,https://directory-kard.kscourts.gov/Home/Details?regNum=20719,Wichita,KS,Sedgwick,(316) 204-5655,,General,2221 S Wichita St,67213,Wichita,2,1,KS Courts Registry,2026-08-17
Law Offices Of Terry D. Smith,,,https://directory-kard.kscourts.gov/Home/Details?regNum=19323,Wichita,KS,Sedgwick,(316) 361-0062,,General,13509 W. 10th Ct N,67235,Wichita,2,1,KS Courts Registry,2026-08-17
Thompson Law Firm,,,https://directory-kard.kscourts.gov/Home/Details?regNum=29477,Wichita,KS,Sedgwick,(785) 550-5519,,General,6406 E Magill,67206,Wichita,2,1,KS Courts Registry,2026-08-17
Law Office Of Jihyun Kim LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=21539,Wichita,KS,Sedgwick,(316) 558-5770,,General,9370 E Central,67206,Wichita,2,1,KS Courts Registry,2026-08-17
Law Office of Larry Linn,,,https://directory-kard.kscourts.gov/Home/Details?regNum=9472,Wichita,KS,Sedgwick,(316) 648-4515,,General,1901 W 60th St N,67204,Wichita,2,1,KS Courts Registry,2026-08-17
Immigration Law & Advocacy,,,https://directory-kard.kscourts.gov/Home/Details?regNum=17125,Wichita,KS,Sedgwick,(316) 262-6222,,General,The Expatriates Bldg 1701 S Broadway Ave,67211,Wichita,2,1,KS Courts Registry,2026-08-17
Russell L. Mills,,,https://directory-kard.kscourts.gov/Home/Details?regNum=10761,Derby,KS,Sedgwick,(316) 789-9956,,General,111 N. Baltimore,67037,Wichita,2,1,KS Courts Registry,2026-08-17
Gilson Daub,https://www.gilsondaub.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=27164,Wichita,KS,Sedgwick,(816) 708-4448,info@gilsondaub.com,Social Security Disability,"200 N Broadway Ave, Ste 706 - Box 14",67202,Wichita,2,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
David A. Morris PA,,,https://directory-kard.kscourts.gov/Home/Details?regNum=10446,Wichita,KS,Sedgwick,(316) 686-9998,,General,2005 N Split Rail St,67230,Wichita,2,1,KS Courts Registry,2026-08-17
"Skliris Law, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=25619,Wichita,KS,Sedgwick,(214) 924-2521,,General,400 N Woodlawn Ste 210,67208,Wichita,2,1,KS Courts Registry,2026-08-17
Sedgwick County Courthouse - Div 27,,,https://directory-kard.kscourts.gov/Home/Details?regNum=13453,Wichita,KS,Sedgwick,(316) 660-5627,,General,525 N Main Rm 1002,67203,Wichita,2,1,KS Courts Registry,2026-08-17
Law Offices of Jeffrey L. Willis PA,,,https://directory-kard.kscourts.gov/Home/Details?regNum=10327,Wichita,KS,Sedgwick,(316) 263-4921,,General,3500 N Rock Rd Bldg 100,67226,Wichita,2,1,KS Courts Registry,2026-08-17
Dickerson Oxton Law Firm,,,https://directory-kard.kscourts.gov/Home/Details?regNum=26527,Wichita,KS,Sedgwick,(816) 291-3913,,General,218 N Mosley,67202,Wichita,2,1,KS Courts Registry,2026-08-17
"Koon Law Firm, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=21556,Wichita,KS,Sedgwick,(316) 619-7516,,General,3445 N Webb Rd,67226,Wichita,2,1,KS Courts Registry,2026-08-17
"Koop Law Firm, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=24581,Wichita,KS,Sedgwick,(316) 512-2820,,General,445 N. Waco Ave.,67202,Wichita,2,1,KS Courts Registry,2026-08-17
Lois A. Lynn,,,https://directory-kard.kscourts.gov/Home/Details?regNum=11549,Wichita,KS,Sedgwick,(316) 641-4978,,General,210 N St Francis,67202,Wichita,2,1,KS Courts Registry,2026-08-17
"Peter G. Olson Law, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=13786,Wichita,KS,Sedgwick,(505) 614-5607,,General,123 N Mars St,67212,Wichita,2,1,KS Courts Registry,2026-08-17
"Law Offices Of Windell G. Snow, PA",,,https://directory-kard.kscourts.gov/Home/Details?regNum=6589,Wichita,KS,Sedgwick,(316) 263-5959,,General,900 E Indianapolis,67211,Wichita,2,,KS Courts Registry,2026-08-17
Textron Aviation Defense LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=25412,Wichita,KS,Sedgwick,(316) 515-5931,,General,10511 E Central,67206,Wichita,2,1,KS Courts Registry,2026-08-17
"Blake A. Post, Attorney at Law",,,https://directory-kard.kscourts.gov/Home/Details?regNum=12269,Wichita,KS,Sedgwick,(316) 204-0481,,General,2450 N Bromfield Cir,67226,Wichita,2,1,KS Courts Registry,2026-08-17
